"","pl_bmassj","pl_bmasse","pl_radj","pl_rade"
"Cluster 1",0.275379781420765,87.5199824043716,0.258333333333333,2.8961693989071
"Cluster 2",8.88934666666667,2803.67528518519,0.957814814814815,10.6863703703704
"Cluster 3",21.13205,6716.09978571429,1.083,12.1378571428571
"Cluster 4",1.14541242424242,364.017866666667,1.01073484848485,11.3090757575758
"Cluster 5",1.23079485714286,391.1723548,1.40878857142857,15.7910342857143
