"","pl_bmassj","pl_bmasse","pl_radj","pl_rade"
"Cluster 1",9.29835724137931,2935.15516206897,0.951172413793103,10.615275862069
"Cluster 2",0.275379781420765,87.5199824043716,0.258333333333333,2.8961693989071
"Cluster 3",1.09967494252874,349.487246034483,1.06213218390805,11.8900229885057
"Cluster 4",22.1840583333333,7050.4275,1.11991666666667,12.5515833333333
"Cluster 5",1.31759473684211,418.757441203007,1.46724812030075,16.4463533834586
