rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_eccen,koi_fittype,koi_prad,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec
196,7031517,K00871.01,,CANDIDATE,CANDIDATE,12.94066911,0,MCMC,22.57,88.81,715,61.83,1,5834,4.577,0.797,291.11969,42.507069
197,11869052,K00120.01,,CANDIDATE,CANDIDATE,20.54552799,0,MCMC,31.09,86.52,732,67.93,1,5667,4.227,1.231,294.40192,50.172089
198,7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,33.60122066,0,MCMC,8.83,89.38,495,14.22,1,5149,4.447,0.93,289.26874,42.604172
199,7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,6.76652078,0,MCMC,2.17,87.66,845,120.48,2,5149,4.447,0.93,289.26874,42.604172
200,7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,4.347285527,0,MCMC,1.6,89.38,985,222.28,1,5666,4.591,0.756,291.96417,42.69614
201,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,4.601816855,0,MCMC,2.37,87.66,906,159.41,1,5202,4.567,0.811,296.48343,42.663429
202,7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,11.18714042,0,MCMC,1.56,88.81,674,48.78,2,5202,4.567,0.811,296.48343,42.663429
203,7135852,K00875.01,,CANDIDATE,CANDIDATE,4.220967148,0,MCMC,2.76,84.8,600,30.63,1,3861,4.746,0.52,296.69394,42.62611
205,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,5.954897293,0,MCMC,1.98,89.95,541,20.31,1,3896,4.738,0.52,293.63696,42.82497
206,7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,12.03991407,0,MCMC,1.87,89.38,428,7.96,2,3896,4.738,0.52,293.63696,42.82497
207,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,20.83766355,0,MCMC,1.02,89.95,357,3.83,3,3896,4.738,0.52,293.63696,42.82497
209,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,23.58914398,0,MCMC,3.07,87.66,487,13.34,1,4919,4.566,0.721,297.46002,42.83992
210,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,6.481628092,0,MCMC,2.29,89.38,1150,412.93,1,5952,4.212,1.323,290.39273,40.28487
211,7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,10.37168453,0,MCMC,2.79,88.81,669,47.36,1,5174,4.604,0.751,290.39322,43.363899
212,7678434,K00892.02,,CANDIDATE,CANDIDATE,3.96994893,0,MCMC,1.37,89.95,921,170.21,2,5174,4.604,0.751,290.39322,43.363899
213,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,4.40840023,0,MCMC,2.73,77.35,1139,398,1,6007,4.457,0.961,292.96555,43.34639
215,7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,226.89047,0,MCMC,4.48,89.95,244,0.84,2,5330,4.612,0.718,294.90973,42.935261
216,7377033,K00882.01,,CANDIDATE,CANDIDATE,1.956810785,0,MCMC,14.81,80.21,1109,357.16,1,5209,4.657,0.603,295.83536,42.943062
217,7380537,K00883.01,,CANDIDATE,CANDIDATE,2.688899317,0,MCMC,12.39,89.95,929,176.34,1,4809,4.663,0.643,296.68307,42.967869
218,7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,9.439460801,0,MCMC,4.34,89.38,690,53.44,1,5094,4.589,0.791,288.64252,43.039291
219,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,11.52306995,0,MCMC,3.13,89.95,934,179.56,1,5699,4.171,1.415,284.48245,44.398041
220,7434875,K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,20.47735749,0,MCMC,5,88.24,533,19.02,2,5094,4.589,0.791,288.64252,43.039291
221,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,3.336125104,0,MCMC,1.65,89.95,975,213.75,3,5094,4.589,0.791,288.64252,43.039291
222,7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,8.01081478,0,MCMC,2.33,83.65,453,9.98,1,3726,4.784,0.47,294.77393,43.056301
223,7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,12.07135949,0,MCMC,1.33,87.66,395,5.78,2,3726,4.784,0.47,294.77393,43.056301
224,7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,20.99589959,0,MCMC,1.38,89.95,329,2.76,3,3726,4.784,0.47,294.77393,43.056301
225,7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,7.411141,0,MCMC,2.33,89.95,904,158.11,1,5849,4.517,0.919,295.65149,43.029831
227,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,8.88492268,0,MCMC,11.02,89.95,770,83.21,1,5332,4.5,0.843,291.1376,36.577381
228,7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,8.098887986,0,MCMC,9.19,89.95,976,214.28,1,6167,4.444,1.064,282.69952,43.272739
229,7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,10.00652995,0,MCMC,3.57,84.8,876,139.21,1,6063,4.47,1.001,283.63077,43.379398
230,5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,17.8552197,0,MCMC,14.63,89.95,942,186.24,1,6635,4.193,1.516,297.45374,41.01099
231,8013419,K00901.01,,CANDIDATE,CANDIDATE,12.73262389,0,MCMC,5.03,88.81,431,8.16,1,3945,4.721,0.54,285.16748,43.876339
232,8018547,K00902.01,,CANDIDATE,CANDIDATE,83.9250821,0,MCMC,5.05,89.38,226,0.62,1,3960,4.747,0.51,287.85239,43.897991
233,8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,5.007317779,0,MCMC,7.3,88.81,1001,237.33,1,5861,4.557,0.835,295.53613,43.884449
234,8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,2.211122847,0,MCMC,1.64,89.38,952,193.76,1,4505,4.61,0.658,285.16833,44.026459
235,8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,27.9537959,0,MCMC,3.35,85.37,409,6.58,3,4505,4.61,0.658,285.16833,44.026459
238,7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,16.23946714,0,MCMC,4.22,89.95,591,28.75,1,5130,4.564,0.837,293.0614,43.58136
239,7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,6.308203234,0,MCMC,3.16,88.24,810,101.52,2,5130,4.564,0.837,293.0614,43.58136
240,7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,2.052349905,0,MCMC,13.38,87.09,1495,1181.14,1,6015,4.454,1.051,299.56189,43.503559
241,7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,9.77045194,0,MCMC,2.37,89.95,459,10.46,1,3893,4.738,0.52,282.23251,43.66563
242,7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,5.169809946,0,MCMC,1.81,88.81,567,24.43,2,3893,4.738,0.52,282.23251,43.66563
243,5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,21.22258525,0,MCMC,2.5,89.95,774,84.98,2,5952,4.212,1.323,290.39273,40.28487
244,7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,20.09020088,0,MCMC,2.06,89.95,361,4.01,3,3893,4.738,0.52,282.23251,43.66563
245,7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,7.11372736,0,MCMC,1.27,88.24,435,8.43,1,3568,4.835,0.42,296.98505,43.65852
246,7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,3.306548978,0,MCMC,1.09,84.8,561,23.35,2,3568,4.835,0.42,296.98505,43.65852
247,7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,15.36843606,0,MCMC,1.21,89.95,336,3.02,3,3568,4.835,0.42,296.98505,43.65852
248,7938496,K00900.01,,CANDIDATE,CANDIDATE,13.81020094,0,MCMC,4.75,88.24,833,113.75,1,5942,4.327,1.142,281.96063,43.70311
249,8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,4.093573252,0,MCMC,2.46,89.38,1182,461.07,1,6077,4.471,0.999,290.26328,44.55645
250,8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,105.144749,0,MCMC,2.71,89.95,401,6.09,2,6077,4.471,0.999,290.26328,44.55645
251,8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,10.84844792,0,MCMC,2.38,89.95,500,14.78,1,4208,4.681,0.59,295.57935,44.545959
252,8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,6.66834872,0,MCMC,1.2,89.38,588,28.25,2,4208,4.681,0.59,295.57935,44.545959
253,8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,4.082275068,0,MCMC,10.85,89.95,1019,254.43,1,5649,4.573,0.797,284.83047,44.658138
254,8552202,K00914.01,,CANDIDATE,CANDIDATE,3.886651442,0,MCMC,1.92,85.37,1009,245.32,1,5654,4.607,0.737,288.72665,44.60751
255,8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,42.1412664,0,MCMC,27.87,84.22,356,3.81,4,4505,4.61,0.658,285.16833,44.026459
256,8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,4.61746693,0,MCMC,1.51,87.66,744,72.56,2,4505,4.61,0.658,285.16833,44.026459
257,8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,10.19851808,0,MCMC,1.6,88.81,572,25.25,5,4505,4.61,0.658,285.16833,44.026459
259,8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,7.15681773,0,MCMC,2.41,89.38,773,84.6,1,5162,4.566,0.795,289.59476,44.141949
260,8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,17.64830992,0,MCMC,2.23,89.95,573,25.42,2,5162,4.566,0.795,289.59476,44.141949
261,8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,4.14808732,0,MCMC,1.16,87.09,928,175.04,3,5162,4.566,0.795,289.59476,44.141949
262,8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,16.5141282,0,MCMC,3.59,89.95,762,79.78,1,5883,4.35,1.074,296.56622,44.105862
263,8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,30.1329303,0,MCMC,4.25,88.24,624,35.78,2,5883,4.35,1.074,296.56622,44.105862
264,8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,4.79091735,0,MCMC,1.8,89.95,1151,414.79,4,5883,4.35,1.074,296.56622,44.105862
265,11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,31.71982498,0,MCMC,3.54,89.95,786,90.37,2,5887,3.938,1.843,292.92914,48.60281
266,8247638,K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,99.6409653,0,MCMC,3.89,89.95,419,7.26,3,5883,4.35,1.074,296.56622,44.105862
267,8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,4.708326542,0,MCMC,11.1,89.95,1162,431.02,1,5560,4.246,1.21,298.63565,44.17094
269,8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,5.392025388,0,MCMC,2.76,88.81,851,123.92,1,5192,4.583,0.802,284.43051,44.48053
270,9140402,K00928.01,,CANDIDATE,CANDIDATE,2.494169646,0,MCMC,3.34,77.35,1200,490.89,1,5575,4.558,0.834,284.75943,45.599129
271,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,6.491684259,0,MCMC,10.3,87.09,1073,313.64,1,6116,4.393,1.13,285.55481,45.578861
273,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,3.855603551,0,MCMC,13.75,89.95,1211,507.94,1,6028,4.459,1.047,296.39316,45.568562
275,11449844,K00125.01,Kepler-468 b,CONFIRMED,CANDIDATE,38.47875707,0,MCMC,13.44,89.95,484,13.01,1,5510,4.539,0.879,288.90222,49.370491
277,8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,3.314946338,0,MCMC,3.63,89.95,1155,421.03,1,5609,4.481,0.944,293.45483,44.792789
279,8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,39.64317811,0,MCMC,10.52,89.95,476,12.14,1,5552,4.555,0.833,283.97751,44.811562
281,8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,21.80451088,0,MCMC,2.72,88.81,549,21.5,1,5511,4.619,0.72,291.71732,44.88731
282,8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,10.28192877,0,MCMC,2.7,89.38,687,52.79,2,5216,4.584,0.79,291.84198,44.858089
283,8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,18.11989364,0,MCMC,3.17,88.81,569,24.81,1,5216,4.584,0.79,291.84198,44.858089
284,8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,3.78403393,0,MCMC,1.69,89.38,959,199.71,3,5216,4.584,0.79,291.84198,44.858089
285,8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,5.154484417,0,MCMC,2.65,85.37,964,204.1,1,5431,4.457,0.884,294.84689,45.034409
286,5897826,K00126.01,Kepler-469 b,CANDIDATE,CANDIDATE,33.80367628,0,MCMC,21.02,87.66,745,72.71,1,5855,3.999,1.796,297.47586,41.114288
287,8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,5.743477265,0,MCMC,3.23,89.95,982,219.95,1,5897,4.531,0.891,291.09235,45.115528
288,8951215,K00924.01,,CANDIDATE,CANDIDATE,39.4760026,0,MCMC,4.44,88.81,577,26.13,1,6225,4.45,1.031,291.20804,45.244389
290,9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,3.166353714,0,MCMC,3.97,89.38,1274,621.92,1,6007,4.47,0.998,286.36011,45.414291
291,9097120,K00927.01,,CANDIDATE,CANDIDATE,23.89963505,0,MCMC,43.03,88.24,652,42.8,1,6192,4.503,0.924,294.71768,45.48576
292,9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,3.388011854,0,MCMC,1.79,84.8,1209,504.25,1,5936,4.501,0.965,292.58044,46.097389
293,9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,5.83908991,0,MCMC,1.65,88.81,1008,244.16,2,5936,4.501,0.965,292.58044,46.097389
294,9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,1.620467836,0,MCMC,1.37,79.07,1545,1348.59,4,5936,4.501,0.965,292.58044,46.097389
295,9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,10.68167916,0,MCMC,1.8,89.38,825,109.3,3,5936,4.501,0.965,292.58044,46.097389
296,9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,6.104852856,0,MCMC,4.03,89.95,849,122.64,1,5112,4.478,0.874,297.04562,46.027359
297,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,3.578780551,0,MCMC,10.43,89.95,1144,405.36,1,5705,4.497,0.976,289.60797,44.345421
299,9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,5.826659194,0,MCMC,3.68,88.81,983,220.71,1,5941,4.533,0.885,288.1647,45.816509
300,9334289,K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,12.41217869,0,MCMC,2.28,89.95,764,80.58,3,5941,4.533,0.885,288.1647,45.816509
301,9334289,K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,18.74653971,0,MCMC,2.6,89.38,666,46.53,2,5941,4.533,0.885,288.1647,45.816509
302,9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,20.86021267,0,MCMC,5.28,89.95,781,87.82,1,6505,4.381,1.163,294.02301,45.853081
303,9347899,K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,42.63416177,0,MCMC,4.99,89.38,615,33.86,2,6505,4.381,1.163,294.02301,45.853081
304,9347899,K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,87.6475334,0,MCMC,4.06,89.38,484,12.96,3,6505,4.381,1.163,294.02301,45.853081
305,9347899,K00935.04,,CANDIDATE,CANDIDATE,9.61730282,0,MCMC,1.75,89.95,1011,246.88,4,6505,4.381,1.163,294.02301,45.853081
306,9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,9.467814048,0,MCMC,2.08,89.95,403,6.22,1,3581,4.814,0.44,283.73203,45.958771
307,9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,0.893041236,0,MCMC,1.22,89.38,886,145.37,2,3581,4.814,0.44,283.73203,45.958771
308,11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,4.942783399,0,MCMC,10.77,87.09,1008,244.42,1,5514,4.459,0.978,296.20059,49.140121
309,9406990,K00937.01,Kepler-733 b,CONFIRMED,CANDIDATE,20.83424726,0,MCMC,2.87,89.38,595,29.62,1,5537,4.549,0.88,293.01828,45.914688
310,9415172,K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,9.94603603,0,MCMC,3.01,88.24,768,82.15,1,5569,4.546,0.887,296.06424,45.976841
311,9415172,K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,1.045622658,0,MCMC,1.37,88.24,1628,1659.82,2,5569,4.546,0.887,296.06424,45.976841
312,9415172,K00938.03,Kepler-255 b,CONFIRMED,CANDIDATE,5.71462004,0,MCMC,1.55,88.24,923,171.73,3,5569,4.546,0.887,296.06424,45.976841
313,9904059,K00145.01,,CANDIDATE,CANDIDATE,102.9639386,0,MCMC,39.88,87.66,797,95.4,1,5047,3.066,7.119,296.81772,46.781509
314,3231341,K01102.02,Kepler-24 b,CONFIRMED,CANDIDATE,8.14511872,0,MCMC,3.11,79.07,993,229.68,1,6038,4.349,1.088,290.41327,38.34375
315,3231341,K01102.03,Kepler-24 e,CONFIRMED,CANDIDATE,18.99850923,0,MCMC,2.36,89.95,748,74.15,3,6038,4.349,1.088,290.41327,38.34375
316,3231341,K01102.04,Kepler-24 d,CONFIRMED,CANDIDATE,4.24437621,0,MCMC,1.61,86.52,1234,547.8,4,6038,4.349,1.088,290.41327,38.34375
317,2860866,K01103.01,,CANDIDATE,CANDIDATE,90.1244628,0,MCMC,7.65,89.38,478,12.37,1,6444,4.376,1.2,293.22391,38.033581
318,7626506,K00150.02,Kepler-112 c,CONFIRMED,CANDIDATE,28.5742649,0,MCMC,2.8,89.38,608,32.23,2,5763,4.361,0.957,296.98102,43.209751
319,10460629,K01168.01,,CANDIDATE,CANDIDATE,856.672115,0,MCMC,3.87,89.95,242,0.81,,6449,4.232,1.309,287.58679,47.600021
320,10319385,K01169.01,,CANDIDATE,CANDIDATE,0.689209786,0,MCMC,1.29,88.81,1927,3258.36,1,5676,4.529,0.918,281.55118,47.469959
321,10482160,K01170.01,,CANDIDATE,CANDIDATE,7.34372823,0,MCMC,1.9,89.95,838,116.52,1,5734,4.594,0.766,296.23215,47.678959
326,4044005,K00969.01,,CANDIDATE,CANDIDATE,17.51201619,0,MCMC,13.08,88.24,804,98.77,1,6224,4.33,1.132,287.61633,39.127239
334,8559644,K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,224.7782093,0,MCMC,7.52,89.38,323,2.56,1,5906,4.361,1.145,291.65317,44.688271
337,3240158,K01106.01,Kepler-769 b,CONFIRMED,CANDIDATE,7.42608998,0,MCMC,2.35,86.52,999,235.02,1,6225,4.461,1.009,292.7131,38.358212
338,3240158,K01106.02,Kepler-769 c,CONFIRMED,CANDIDATE,15.9870174,0,MCMC,1.48,89.38,773,84.56,2,6225,4.461,1.009,292.7131,38.358212
340,3218908,K01108.01,Kepler-770 b,CONFIRMED,CANDIDATE,18.92540274,0,MCMC,1.93,89.95,585,27.65,1,5513,4.599,0.753,286.49042,38.374908
343,10287723,K01174.01,,CANDIDATE,CANDIDATE,129995.7784,0,MCMC,2.99,89.95,25,0,,4500,4.572,0.726,296.82162,47.354031
344,10350571,K01175.01,Kepler-784 b,CONFIRMED,CANDIDATE,31.5922646,0,MCMC,2.24,88.81,741,71.35,2,5611,3.958,1.791,295.92065,47.448608
345,10350571,K01175.02,,CANDIDATE,CANDIDATE,17.1570874,0,MCMC,2.04,84.8,909,161.11,1,5611,3.958,1.791,295.92065,47.448608
346,3749365,K01176.01,Kepler-785 b,CONFIRMED,CANDIDATE,1.973760926,0,MCMC,9.14,88.24,752,75.72,1,3806,4.764,0.5,292.0683,38.84227
347,11013201,K00972.01,,CANDIDATE,CANDIDATE,13.11896676,0,MCMC,8.28,89.95,1768,2310.43,1,7221,3.488,4.24,282.00031,48.542221
350,9414417,K00974.01,,CANDIDATE,CANDIDATE,53.5058383,0,MCMC,2.49,89.95,685,52.19,1,6253,4.001,1.851,295.80267,45.988079
351,3632418,K00975.01,Kepler-21 A b,CONFIRMED,CANDIDATE,2.785821693,0,MCMC,1.59,85.37,1785,2399.4,1,6131,4.026,1.86,287.36182,38.714016
352,3441784,K00976.01,,CANDIDATE,CANDIDATE,52.56899169,0,MCMC,90.65,88.24,722,64.12,1,7201,4.202,1.658,290.94437,38.538868
355,5809890,K01050.01,Kepler-755 b,CONFIRMED,CANDIDATE,1.269090374,0,MCMC,1.78,72.19,1372,836.67,1,5095,4.529,0.771,296.86099,41.09734
356,6131236,K01051.01,,CANDIDATE,CANDIDATE,6.79684436,0,MCMC,2.12,87.09,985,222.91,1,6061,4.486,0.97,294.16321,41.451801
358,3218908,K01108.02,Kepler-770 c,CONFIRMED,CANDIDATE,1.475322314,0,MCMC,0.95,87.66,1368,827.55,2,5513,4.599,0.753,286.49042,38.374908
359,3218908,K01108.03,Kepler-770 d,CONFIRMED,CANDIDATE,4.15244722,0,MCMC,1.14,89.38,969,208.64,3,5513,4.599,0.753,286.49042,38.374908
361,2837111,K01110.01,Kepler-771 b,CONFIRMED,CANDIDATE,8.73485836,0,MCMC,1.67,88.81,890,148.62,1,5982,4.493,0.96,287.44409,38.088428
363,2307199,K00151.01,,CANDIDATE,CANDIDATE,13.4471896,0,MCMC,5.09,85.94,848,122.34,1,6276,4.405,1.041,292.37476,37.630959
369,11192141,K00977.01,,CANDIDATE,CANDIDATE,1.353770439,0,MCMC,387.97,25.78,4903,136609.48,1,4283,2.012,15.76,292.71964,48.852016
370,11494130,K00978.01,,CANDIDATE,CANDIDATE,18.95473176,,none,,,,,1,,,,284.02679,49.415428
372,12167361,K00980.01,,CANDIDATE,CANDIDATE,47.93095212,0,MCMC,52.8,88.81,905,158.41,1,8214,4.104,1.938,295.59872,50.720669
376,5956342,K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,17.02902105,0,MCMC,2.41,89.95,760,78.73,1,6299,4.472,0.983,290.51047,41.24482
377,5956342,K01052.02,Kepler-265 b,CONFIRMED,CANDIDATE,6.84619299,0,MCMC,1.66,88.24,1030,265.57,2,6299,4.472,0.983,290.51047,41.24482
378,5956342,K01052.03,Kepler-265 e,CONFIRMED,CANDIDATE,67.8318309,0,MCMC,2.35,89.95,479,12.46,3,6299,4.472,0.983,290.51047,41.24482
379,5956342,K01052.04,Kepler-265 d,CONFIRMED,CANDIDATE,43.1308082,0,MCMC,2.2,89.95,557,22.79,4,6299,4.472,0.983,290.51047,41.24482
380,5956656,K01053.01,Kepler-756 b,CONFIRMED,CANDIDATE,1.224866322,0,MCMC,1.19,88.81,1518,1253.88,1,5573,4.558,0.827,290.60794,41.201092
381,3109930,K01112.01,,CANDIDATE,CANDIDATE,37.8101174,0,MCMC,2.44,89.95,566,24.27,1,6085,4.451,0.973,289.7767,38.26228
382,2854914,K01113.01,Kepler-268 b,CONFIRMED,CANDIDATE,25.9340674,0,MCMC,2.35,89.95,707,59.04,1,6322,4.364,1.131,291.97617,38.05508
383,2854914,K01113.02,Kepler-268 c,CONFIRMED,CANDIDATE,83.4463335,0,MCMC,2.52,89.95,479,12.43,2,6322,4.364,1.131,291.97617,38.05508
385,3116412,K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,12.99207337,0,MCMC,1.96,89.95,855,126.29,1,5721,4.239,1.212,291.42358,38.216591
391,8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,52.09081602,0,MCMC,5.7,89.95,542,20.34,1,6388,4.442,1.037,300.51712,44.38158
393,1161345,K00984.01,,CANDIDATE,CANDIDATE,4.287455473,0,MCMC,2.78,89.95,998,234.19,1,5505,4.555,0.871,291.0488,36.839882
395,2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,8.1874109,0,MCMC,2.09,87.66,798,95.73,1,5523,4.566,0.832,291.92596,38.014118
396,2854698,K00986.02,Kepler-260 c,CONFIRMED,CANDIDATE,76.0510651,0,MCMC,1.61,89.95,379,4.9,2,5523,4.566,0.832,291.92596,38.014118
397,8559644,K00139.02,Kepler-111 b,CONFIRMED,CANDIDATE,3.341802938,0,MCMC,1.75,76.2,1311,698.74,2,5906,4.361,1.145,291.65317,44.688271
403,2849805,K01116.01,Kepler-773 b,CONFIRMED,CANDIDATE,3.749100061,0,MCMC,1.52,89.38,1238,555.66,1,5735,4.322,1.114,290.88467,38.057571
404,3114811,K01117.01,Kepler-774 b,CONFIRMED,CANDIDATE,11.0895723,0,MCMC,2.49,89.95,1204,497.11,1,6350,3.968,1.974,291.03192,38.21196
405,2853446,K01118.01,,CANDIDATE,CANDIDATE,7.37292311,0,MCMC,1.59,89.38,1004,240.11,1,5973,4.371,1.07,291.65097,38.028179
407,3942446,K01193.01,,CANDIDATE,CANDIDATE,119.0624476,0,MCMC,9.5,89.95,366,4.26,1,5697,4.392,0.92,287.88812,39.078709
408,3554031,K01194.01,Kepler-415 c,CONFIRMED,CANDIDATE,8.70797904,0,MCMC,2.62,89.95,593,29.3,1,4523,4.651,0.643,293.80441,38.63913
410,3554031,K01194.03,Kepler-415 b,CONFIRMED,CANDIDATE,4.17634525,0,MCMC,1.61,88.24,758,77.85,2,4523,4.651,0.643,293.80441,38.63913
411,8394721,K00152.02,Kepler-79 c,CONFIRMED,CANDIDATE,27.40232089,0,MCMC,2.96,89.95,671,47.91,3,6388,4.442,1.037,300.51712,44.38158
412,7295235,K00987.01,Kepler-743 b,CONFIRMED,CANDIDATE,3.179262921,0,MCMC,1.22,89.38,1097,342.03,1,5530,4.567,0.845,295.57416,42.806438
413,2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,10.38123451,0,MCMC,2.23,89.95,678,50.05,1,5203,4.595,0.774,291.36478,37.609169
414,2302548,K00988.02,Kepler-261 c,CONFIRMED,CANDIDATE,24.57081569,0,MCMC,2.1,89.95,509,15.86,2,5203,4.595,0.774,291.36478,37.609169
417,9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,3.024092548,0,MCMC,12.1,87.66,1475,1120.06,1,6022,4.263,1.345,285.24084,46.668251
418,6124941,K01058.01,,CANDIDATE,CANDIDATE,5.67015514,0,MCMC,0.67,87.09,342,3.23,1,3337,5.125,0.184,292.26181,41.442554
419,6060203,K01059.01,Kepler-757 b,CONFIRMED,CANDIDATE,1.022678821,0,MCMC,0.95,88.24,1593,1521.94,1,5559,4.572,0.806,296.68045,41.38652
420,5880320,K01060.01,Kepler-758 b,CONFIRMED,CANDIDATE,12.1097104,0,MCMC,2.34,88.81,1028,263.98,1,6692,4.275,1.351,293.08463,41.135441
421,5880320,K01060.02,Kepler-758 c,CONFIRMED,CANDIDATE,4.75793986,0,MCMC,1.65,83.65,1404,919.17,2,6692,4.275,1.351,293.08463,41.135441
